NO,메시지내용,수신지역,등록일자,단계,재난유형
205183,"[동래구청] 호우경보로 인해 하상도로(세병교, 연안교, 수연교) 전면 통제 중이니, 주변 도로 이용 차량은 우회하시기 바랍니다.",부산광역시 동래구 ,2023/09/16 12:25:44,안전안내,호우
205184,"[행정안전부] 오늘 12시30분 제주(제주산간) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",제주특별자치도 전체 ,2023/09/16 12:30:13,안전안내,호우
205185,"[목포시] 우리지역에 호우주의보 발효 중/ 내일까지 강하고 많은 비 예상/ 해안가, 저지대 집중호우로 인한 피해우려가 있으니, 사전 대비를 철저히 하시기 바랍니다",전라남도 목포시 ,2023/09/16 12:39:09,안전안내,호우
205186,"[행정안전부] 오늘 12시40분 전남(신안,완도,해남,진도) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다","전라남도 신안군 ,전라남도 완도군 ,전라남도 진도군 ,전라남도 해남군 ",2023/09/16 12:43:14,안전안내,호우
205187,"[해운대구] 내일 새벽까지 많은 비가 예상되오니, 저지대 주택 주민들께서는 안전에 주의하시고 하천산책로, 해안가 등 위험지역 출입을 금지하여 주시기 바랍니다.",부산광역시 해운대구 ,2023/09/16 12:47:19,안전안내,호우
205189,"[북구] 금일 낙뢰를 동반한 많은 비가 예상되오니 해안가 및 하천변 저지대 등 위험지역 출입을 삼가하고, 속심이보, 재전보 등 통제 중이오니 우회하시기 바랍니다.",울산광역시 북구 ,2023/09/16 12:55:45,안전안내,호우
205190,"[곡성군] 금일 13시 호우주의보 발효. 하천변 접근금지 및 저지대, 산사태 등 위험지역 인근 주민께서는 안전에 유의하시고 외출 자제바랍니다.",전라남도 곡성군 ,2023/09/16 13:03:32,안전안내,호우
205191,"[포항시] 내일 새벽까지 많은 비와 낙뢰가 예상되므로 하천,계곡,해안가 등 위험지역 출입을 자제하여 주시고 하천,계곡에서의 야영을 금지하여 주시기 바랍니다.","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/09/16 13:06:07,안전안내,호우
205192,"[행정안전부] 오늘 13시10분 전남(보성) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",전라남도 보성군 ,2023/09/16 13:13:13,안전안내,호우
205193,"[북구청] 금일 13시 30분부로 화명생태공원 차량 진출입로, 대천천 계곡 및 산책로 통제예정이니, 이용에 참고하여 주시기 바랍니다.",부산광역시 북구 ,2023/09/16 13:13:46,안전안내,호우
205194,[해운대구] 현재 많은 비로 인하여 석대고가교를 통제중이니 주변 도로 이용 차량은 우회하시기 바랍니다.,부산광역시 해운대구 ,2023/09/16 13:26:14,안전안내,호우
205195,"[완도군] 완도군 현재 호우경보.발령 저지대, 침수 우려지역 및 산사태 등 위험지역에서는 안전한 곳으로 대피하시기 바랍니다",전라남도 완도군 ,2023/09/16 13:42:02,안전안내,호우
205196,"[행정안전부] 오늘 13시40분 전남(장흥,강진) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다","전라남도 강진군 ,전라남도 장흥군 ",2023/09/16 13:43:37,안전안내,호우
205197,[해남군청] 호우경보 발효 ▲산사태 우려지역 등 위험지역 접근금지 및 사전대피 철저 ▲외출 자제 ▲시설물 관리철저 등 안전에 유의하시기 바랍니다,전라남도 해남군 ,2023/09/16 13:47:21,안전안내,호우
205198,"[광주광역시] 광주지역 호우주의보 발효 낙뢰를 동반한 50~150mm의 강한 비가 예상 되므로 하천변, 경사지 접근 금지/지하시설 이용에 유의하시기 바랍니다.",광주광역시 전체 ,2023/09/16 13:53:09,안전안내,호우
205199,"[임실군] 금일 13시 호우주의보 발효. 하천변 접근금지 및 저지대, 산사태 등 위험지역 인근 주민께서는 안전에 유의하시고 외출 자제바랍니다.",전라북도 임실군 ,2023/09/16 14:00:21,안전안내,호우
205200,"[보성군] 13시 10분 호우경보 발표. 하천, 계곡, 해안가 등 위험지역 출입을 자제하여 주시고, 성묘객께서는 즉시 안전한 지대로 대피하시기 바랍니다.",전라남도 보성군 ,2023/09/16 14:02:46,안전안내,호우
205201,"[남원시] 오늘 남원시 산사태 주의보발령. 산림주변 야외활동 자제와 입산금지 등 안전에 유의하시고, 대피명령이 있을 시 마을회관 등 안전한곳으로 대피하시기 바랍니",전라북도 남원시 ,2023/09/16 14:04:18,안전안내,산사태
205202,"[남원시] 오늘 남원시 산사태 주의보발령. 산림주변 야외활동 자제와 입산금지등 안전에 유의하시고, 대피명령이 있을 시 학교 등 안전한곳으로 대피하시기 바랍니다.",전라북도 남원시 ,2023/09/16 14:08:26,안전안내,산사태
205203,"[부안군] 부안군 현재 호우주의보 발효중입니다. 많은 비와 낙뢰가 예상되니 하천변, 저지대, 해안가, 산림 주변 등 위험지역 접근금지 안전에 유의하시기 바랍니다.",전라북도 부안군 ,2023/09/16 14:10:13,안전안내,호우
205204,"[장흥군]13:40 장흥군 호우경보 발효 하천, 계곡, 해안가 등 위험지역 출입자제하시고 등산객, 벌초객 들은 즉시 안전한 곳으로 대피 바랍니다.",전라남도 장흥군 ,2023/09/16 14:17:34,안전안내,호우
205205,"[목포시] 호우주의보 발효로 많은 비가 예상 됩니다. 조위 및 하천 수위 상승으로 수변공원, 삼향천 산책로, 출입을 전면 차단하오니, 위험지역 출입을 삼가바랍니다",전라남도 목포시 ,2023/09/16 14:18:04,안전안내,호우
205206,"[영암군] 호우주의보 발효 중, 위험지역(하천변 산책로, 급경사지, 산사태 위험지역 등) 접근 금지 및 위험 징후 발견 시 즉시 대피 바랍니다.",전라남도 영암군 ,2023/09/16 14:21:39,안전안내,호우
205207,"[함평군] 호우주의보 발효중. 하천변, 급경사지, 산사태우려지역 등 위험지역 접근 금지, 시설물 관리 철저 및 외출 자제 등 안전에 유의 바랍니다.",전라남도 함평군 ,2023/09/16 14:31:41,안전안내,호우
205208,"[해운대구] 금일 많은 비로인해 현재 하천 산책로(춘천, 석대천, 수영강) 및 장산계곡 통제중이니 출입을 금지하여 주시기 바랍니다.",부산광역시 해운대구 ,2023/09/16 14:47:27,안전안내,호우
205295,"[북구청] 현재 화명생태공원 덕천교 하상도로(생태공원~ 구포방면 진출로)를 제외한 화명생태공원 전구간 통제 해제중이니, 이용에 참고해 주시기 바랍니다.",부산광역시 북구 ,2023/09/17 11:32:54,안전안내,호우
205296,"[서울경찰청] 용산구에서 실종된 이현주씨(여,52세)를 찾습니다-153cm,55kg,삭발머리,흰반팔티,얼룩무늬반바지,슬리퍼
vo.la/9bJN1 / ☎182",서울특별시 용산구 ,2023/09/17 11:55:14,안전안내,기타
205297,"[경기남부경찰청] 용인시에서 실종된 조병욱씨(남,49세)를 찾습니다 -160cm,벙거지모자,형광색조끼,얼룩무늬바지,흰색운동화
vo.la/SWC6G / ☎182","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2023/09/17 12:16:10,안전안내,기타
205298,"[북구청] 금일 많은 비로 산사태주의보 발령 중. 지반이 약화되어 산사태 발생, 비탈면 붕괴위험이 높으므로 산림인접지역 및 등산로 출입을 자제하시기 바랍니다.",부산광역시 북구 ,2023/09/17 13:04:20,안전안내,산사태
205299,[금정구] 많은 비로 인한 산사태주의보 발령. 지반이 약해진 상태로 산사태 발생 위험이 높으므로 산림인접지역 및 등산로 출입을 자제하시기 바랍니다.,부산광역시 금정구 ,2023/09/17 13:15:24,안전안내,산사태
205300,"[서울경찰청]송파구에서 실종된 조순희씨(여,89세)를 찾습니다-153cm,42kg,남색벙거지모자,빨강반팔티,흰잠옷바지,흰슬리퍼
vo.la/NBqpp / ☎182",서울특별시 송파구 ,2023/09/17 13:43:48,안전안내,기타
205301,[진주시] 상평동 싱크홀 복구작업 및 도로 안전사고 예방 점검으로 구. 한일병원에서 공단사거리 사이 구간 초전동 방면 교통통제를 하오니 우회도로를 이용 바랍니다.,경상남도 진주시 ,2023/09/17 16:54:38,안전안내,교통통제
205302,"[인천경찰청] 동구에서 실종된 김광길씨(남,79세)를 찾습니다-170cm,65kg,연베이지반팔셔츠,검정긴바지,검정신발,남색모자
vo.la/hSXbg / ☎182",인천광역시 동구 ,2023/09/17 17:25:26,안전안내,기타
205303,"[인천경찰청] 중구에서 배회중인 김광길씨(남,79세)를 찾습니다-170cm,65kg,연베이지반팔셔츠,검정긴바지,검정신발,남색모자
vo.la/hSXbg / ☎182",인천광역시 중구 ,2023/09/17 17:25:56,안전안내,기타
205304,"[경기북부경찰청] 고양시에서 실종된 신철화씨(남,62세)를 찾습니다 -165cm,80kg,흰색환자복상하의,흰색운동화
vo.la/8giBG / ☎182","경기도 고양시 덕양구 ,경기도 고양시 일산동구 ,경기도 고양시 일산서구 ",2023/09/17 17:36:38,안전안내,기타
205305,[양산시청]동면 개곡마을 진입 통로박스 침수로 통제중이니 우회하시기 바랍니다.,경상남도 양산시 ,2023/09/17 18:18:19,안전안내,교통통제
205306,"[인천경찰청] 미추홀구에서 실종된 김종숙씨(여,68세)를 찾습니다 -155cm,60kg,검정반팔,알록달록긴바지,흰색운동화
vo.la/O8kVp / ☎182",인천광역시 미추홀구 ,2023/09/17 18:20:39,안전안내,기타
205307,"[인천경찰청] 중구에서 배회중인 김종숙씨(여,68세)를 찾습니다 -155cm,60kg,검정반팔,알록달록긴바지,흰색운동화
vo.la/O8kVp / ☎182",인천광역시 중구 ,2023/09/17 18:21:09,안전안내,기타
205308,"[서울경찰청] 영등포구에서 실종된 서문식씨(남,54세)를 찾습니다-174cm,60kg,검정반팔티,검정바지,베이지색모자,우산소지
vo.la/gtaWd / ☎182",서울특별시 영등포구 ,2023/09/17 18:52:40,안전안내,기타
205309,"[서울경찰청] 구로구에서 배회중인 서문식씨(남,54세)를 찾습니다-174cm,60kg,검정반팔티,검정바지,베이지색모자,우산소지
vo.la/gtaWd / ☎182",서울특별시 구로구 ,2023/09/17 18:53:10,안전안내,기타
205310,"[경기남부경찰청] 안양시에서 실종된 진선희씨(여,74세)를 찾습니다 -155cm,50kg,회색외투,보라색반팔,회색바지,백색단발
vo.la/uOUBN / ☎182","경기도 안양시 만안구 ,경기도 안양시 동안구 ",2023/09/17 19:08:08,안전안내,기타
205311,"[경기남부경찰청] 군포시에서 배회중인 진선희씨(여,74세)를 찾습니다-155cm,50kg,회색외투,보라색반팔,회색바지,백색단발
vo.la/uOUBN / ☎182",경기도 군포시 ,2023/09/17 19:08:38,안전안내,기타
205312,"[서울경찰청] 양천구에서 실종된 신봉화씨(여,84세)를 찾습니다 -150cm,50kg,연분홍반팔티,기하학무늬남색바지,연회색신발
vo.la/keSkA / ☎182",서울특별시 양천구 ,2023/09/17 19:54:37,안전안내,기타
205313,"[부산경찰청] 사하구에서 실종된 김상수씨(남,83세)를 찾습니다 -160cm,60kg,얼굴에상처,노란색상의,검정바지,붉은색모자
vo.la/b0a4G / ☎182",부산광역시 사하구 ,2023/09/17 20:01:25,안전안내,기타
205314,"[행정안전부] 오늘 20시35분 제주(제주북부중산간) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",제주특별자치도 제주시 ,2023/09/17 20:37:56,안전안내,호우
205315,"[경북경찰청] 영천시에서 실종된 이용석씨(여,83세)를 찾습니다 -150cm,40kg,검은색짧은파마머리,분홍색아디다스운동화
vo.la/rOpEm / ☎182",경상북도 영천시 ,2023/09/17 20:45:15,안전안내,기타
205316,"[경북경찰청] 경산시에서 배회중인 이용석씨(여,83세)를 찾습니다 -150cm,40kg,검은색짧은파마머리,분홍색아디다스운동화
vo.la/rOpEm / ☎182",경상북도 경산시 ,2023/09/17 20:45:45,안전안내,기타
205317,"[행정안전부] 오늘 20시55분 제주(제주동부) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",제주특별자치도 전체 ,2023/09/17 20:55:59,안전안내,호우
205318,"[경기남부경찰청] 화성시에서 실종된 조주한(남, 8세)을 찾습니다 -130cm,35kg,파란색반팔티,남색츄리닝,흰색운동화
vo.la/2LRHC / ☎182",경기도 화성시 ,2023/09/17 20:57:23,안전안내,기타
205319,"[행정안전부] 오늘 21시20분 제주(제주남부중산간,제주산간,제주남부) 호우경보, 산사태ㆍ상습침수 등 위험지역 대피, 외출자제 등 안전에 주의바랍니다",제주특별자치도 전체 ,2023/09/17 21:21:25,안전안내,호우
205320,"[제주도] 산지, 중산간, 동부, 남부에 호우경보 발효, 많은 비가 내리고 있으니, 해안가, 하천변, 공사현장, 침수지역 등 안전사고에 유의 바랍니다.",제주특별자치도 전체 ,2023/09/17 22:01:16,안전안내,호우
205321,"[장흥군] 21:10 장흥군 호우주의보 발효. 하천, 계곡, 해안가, 급경사지 등 위험지역 출입자제하시고, 침수위험 시 즉시 대피 등 안전에 유의바랍니다.",전라남도 장흥군 ,2023/09/17 22:05:51,안전안내,호우
205322,"[제주도] 현재 우도면 일부지역에 낙뢰로 인해 정전중입니다, 한전에서는 심야 복구작업 어려움으로 내일 오전 중으로 복구에 착수 할 예정이니 안전에 유의 바랍니다",제주특별자치도 제주시 우도면,2023/09/17 22:55:04,안전안내,기타
